reportedyear,FSA,reportedmonth,,MCI,Count of MCI
2018,M1W,July,7.00,Theft Over,1
2018,M1X,July,7.00,Assault,8
2018,M1X,July,7.00,Auto Theft,2
2018,M1X,July,7.00,Break and Enter,3
2018,M1X,July,7.00,Theft Over,1
2018,M2H,July,7.00,Assault,7
2018,M2H,July,7.00,Auto Theft,3
2018,M2H,July,7.00,Break and Enter,2
2018,M2H,July,7.00,Robbery,2
2018,M2H,July,7.00,Theft Over,1
2018,M2J,July,7.00,Assault,17
2018,M2J,July,7.00,Auto Theft,7
2018,M2J,July,7.00,Break and Enter,6
2018,M2J,July,7.00,Robbery,8
2018,M2J,July,7.00,Theft Over,4
2018,M2K,July,7.00,Assault,6
2018,M2K,July,7.00,Auto Theft,1
2018,M2K,July,7.00,Break and Enter,3
2018,M2K,July,7.00,Theft Over,2
2018,M2L,July,7.00,Assault,3
2018,M2L,July,7.00,Break and Enter,4
2018,M2L,July,7.00,Robbery,2
2018,M2M,July,7.00,Assault,17
2018,M2M,July,7.00,Auto Theft,2
2018,M2M,July,7.00,Break and Enter,5
2018,M2M,July,7.00,Theft Over,1
2018,M2N,July,7.00,Assault,31
2018,M2N,July,7.00,Auto Theft,6
2018,M2N,July,7.00,Break and Enter,10
2018,M2N,July,7.00,Robbery,6
2018,M2N,July,7.00,Theft Over,1
2018,M2P,July,7.00,Break and Enter,1
2018,M2R,July,7.00,Assault,7
2018,M2R,July,7.00,Auto Theft,6
2018,M2R,July,7.00,Break and Enter,6
2018,M2R,July,7.00,Robbery,1
2018,M3A,July,7.00,Assault,21
2018,M3A,July,7.00,Auto Theft,3
2018,M3A,July,7.00,Break and Enter,5
2018,M3A,July,7.00,Robbery,3
2018,M3A,July,7.00,Theft Over,2
2018,M3B,July,7.00,Assault,1
2018,M3B,July,7.00,Auto Theft,2
2018,M3B,July,7.00,Break and Enter,2
2018,M3B,July,7.00,Theft Over,1
2018,M3C,July,7.00,Assault,16
2018,M3C,July,7.00,Auto Theft,3
2018,M3C,July,7.00,Break and Enter,1
2018,M3C,July,7.00,Theft Over,1
2018,M3H,July,7.00,Assault,18
2018,M3H,July,7.00,Auto Theft,9
2018,M3H,July,7.00,Break and Enter,4
2018,M3H,July,7.00,Robbery,2
2018,M3H,July,7.00,Theft Over,2
2018,M3J,July,7.00,Assault,23
2018,M3J,July,7.00,Auto Theft,10
2018,M3J,July,7.00,Break and Enter,8
2018,M3J,July,7.00,Robbery,4
2018,M3J,July,7.00,Theft Over,5
2018,M3K,July,7.00,Assault,2
2018,M3K,July,7.00,Auto Theft,1
2018,M3L,July,7.00,Assault,29
2018,M3L,July,7.00,Auto Theft,4
2018,M3L,July,7.00,Break and Enter,1
2018,M3L,July,7.00,Robbery,7
2018,M3M,July,7.00,Assault,11
2018,M3M,July,7.00,Auto Theft,3
2018,M3M,July,7.00,Break and Enter,4
2018,M3M,July,7.00,Theft Over,1
2018,M3N,July,7.00,Assault,46
2018,M3N,July,7.00,Auto Theft,11
2018,M3N,July,7.00,Break and Enter,4
2018,M3N,July,7.00,Robbery,2
2018,M3N,July,7.00,Theft Over,1
2018,M4A,July,7.00,Assault,7
2018,M4A,July,7.00,Break and Enter,1
2018,M4A,July,7.00,Robbery,2
2018,M4B,July,7.00,Assault,12
2018,M4B,July,7.00,Auto Theft,1
2018,M4B,July,7.00,Break and Enter,3
2018,M4B,July,7.00,Robbery,1
2018,M4B,July,7.00,Theft Over,2
2018,M4C,July,7.00,Assault,29
2018,M4C,July,7.00,Auto Theft,3
2018,M4C,July,7.00,Break and Enter,13
2018,M4C,July,7.00,Robbery,3
2018,M4C,July,7.00,Theft Over,2
2018,M4E,July,7.00,Assault,16
2018,M4E,July,7.00,Auto Theft,3
2018,M4E,July,7.00,Break and Enter,6
2018,M4E,July,7.00,Theft Over,2
2018,M4G,July,7.00,Assault,3
2018,M4G,July,7.00,Auto Theft,3
2018,M4G,July,7.00,Break and Enter,3
2018,M4G,July,7.00,Robbery,1
2018,M4H,July,7.00,Assault,9
2018,M4H,July,7.00,Break and Enter,3
2018,M4H,July,7.00,Theft Over,1
2018,M4J,July,7.00,Assault,26
2018,M4J,July,7.00,Auto Theft,4
2018,M4J,July,7.00,Break and Enter,7
2018,M4J,July,7.00,Robbery,6
2018,M4K,July,7.00,Assault,15
2018,M4K,July,7.00,Auto Theft,5
2018,M4K,July,7.00,Break and Enter,4
2018,M4K,July,7.00,Robbery,3
2018,M4K,July,7.00,Theft Over,1
2018,M4L,July,7.00,Assault,30
2018,M4L,July,7.00,Auto Theft,11
2018,M4L,July,7.00,Break and Enter,15
2018,M4L,July,7.00,Robbery,1
2018,M4M,July,7.00,Assault,13
2018,M4M,July,7.00,Auto Theft,7
2018,M4M,July,7.00,Break and Enter,9
2018,M4M,July,7.00,Robbery,1
2018,M4M,July,7.00,Theft Over,1
2018,M4N,July,7.00,Assault,1
2018,M4N,July,7.00,Auto Theft,3
2018,M4N,July,7.00,Break and Enter,7
2018,M4N,July,7.00,Theft Over,1
2018,M4P,July,7.00,Assault,4
2018,M4P,July,7.00,Auto Theft,1
2018,M4P,July,7.00,Break and Enter,2
2018,M4P,July,7.00,Robbery,1
2018,M4P,July,7.00,Theft Over,1
2018,M4R,July,7.00,Assault,1
2018,M4R,July,7.00,Auto Theft,4
2018,M4R,July,7.00,Break and Enter,1
2018,M4R,July,7.00,Robbery,1
2018,M4S,July,7.00,Assault,2
2018,M4S,July,7.00,Break and Enter,1
2018,M4S,July,7.00,Robbery,1
2018,M4T,July,7.00,Assault,5
2018,M4T,July,7.00,Auto Theft,1
2018,M4T,July,7.00,Robbery,1
2018,M4V,July,7.00,Assault,3
2018,M4V,July,7.00,Auto Theft,3
2018,M4V,July,7.00,Break and Enter,3
2018,M4W,July,7.00,Assault,7
2018,M4W,July,7.00,Auto Theft,2
2018,M4W,July,7.00,Break and Enter,9
2018,M4W,July,7.00,Robbery,6
2018,M4W,July,7.00,Theft Over,1
2018,M4X,July,7.00,Assault,11
2018,M4X,July,7.00,Auto Theft,1
2018,M4X,July,7.00,Break and Enter,8
2018,M4X,July,7.00,Robbery,2
2018,M4X,July,7.00,Theft Over,1
2018,M4Y,July,7.00,Assault,38
2018,M4Y,July,7.00,Auto Theft,3
2018,M4Y,July,7.00,Break and Enter,5
2018,M4Y,July,7.00,Robbery,2
2018,M4Y,July,7.00,Theft Over,1
2018,M5A,July,7.00,Assault,66
2018,M5A,July,7.00,Auto Theft,5
2018,M5A,July,7.00,Break and Enter,13
2018,M5A,July,7.00,Robbery,19
2018,M5A,July,7.00,Theft Over,2
2018,M5B,July,7.00,Assault,40
2018,M5B,July,7.00,Auto Theft,8
2018,M5B,July,7.00,Break and Enter,7
2018,M5B,July,7.00,Robbery,7
2018,M5B,July,7.00,Theft Over,3
2018,M5C,July,7.00,Assault,10
2018,M5C,July,7.00,Break and Enter,3
2018,M5C,July,7.00,Robbery,3
2018,M5C,July,7.00,Theft Over,2
2018,M5E,July,7.00,Assault,17
2018,M5E,July,7.00,Auto Theft,1
2018,M5E,July,7.00,Break and Enter,1
2018,M5E,July,7.00,Robbery,4
2018,M5E,July,7.00,Theft Over,1
2018,M5G,July,7.00,Assault,36
2018,M5G,July,7.00,Auto Theft,2
2018,M5G,July,7.00,Break and Enter,2
2018,M5G,July,7.00,Robbery,9
2018,M5H,July,7.00,Assault,14
2018,M5H,July,7.00,Break and Enter,3
2018,M5H,July,7.00,Robbery,2
2018,M5H,July,7.00,Theft Over,1
2018,M5J,July,7.00,Assault,28
2018,M5J,July,7.00,Auto Theft,7
2018,M5J,July,7.00,Break and Enter,3
2018,M5M,July,7.00,Assault,2
2018,M5M,July,7.00,Auto Theft,3
2018,M5M,July,7.00,Break and Enter,3
2018,M5N,July,7.00,Assault,1
2018,M5N,July,7.00,Auto Theft,2
2018,M5N,July,7.00,Break and Enter,2
2018,M5P,July,7.00,Auto Theft,1
2018,M5P,July,7.00,Break and Enter,4
2018,M5P,July,7.00,Robbery,2
2018,M5R,July,7.00,Assault,19
2018,M5R,July,7.00,Break and Enter,6
2018,M5R,July,7.00,Robbery,2
2018,M5R,July,7.00,Theft Over,3
2018,M5S,July,7.00,Assault,21
2018,M5S,July,7.00,Auto Theft,2
2018,M5S,July,7.00,Break and Enter,11
2018,M5S,July,7.00,Robbery,6
2018,M5S,July,7.00,Theft Over,1
2018,M5T,July,7.00,Assault,31
2018,M5T,July,7.00,Auto Theft,1
2018,M5T,July,7.00,Break and Enter,13
2018,M5T,July,7.00,Robbery,3
2018,M5T,July,7.00,Theft Over,3
2018,M5V,July,7.00,Assault,60
2018,M5V,July,7.00,Auto Theft,5
2018,M5V,July,7.00,Break and Enter,18
2018,M5V,July,7.00,Robbery,4
2018,M5V,July,7.00,Theft Over,2
2018,M6A,July,7.00,Assault,20
2018,M6A,July,7.00,Auto Theft,2
2018,M6A,July,7.00,Break and Enter,1
2018,M6A,July,7.00,Theft Over,1
2018,M6B,July,7.00,Assault,6
2018,M6B,July,7.00,Auto Theft,8
2018,M6B,July,7.00,Break and Enter,3
2018,M6B,July,7.00,Theft Over,1
2018,M6C,July,7.00,Assault,13
2018,M6C,July,7.00,Auto Theft,2
2018,M6C,July,7.00,Break and Enter,4
2018,M6C,July,7.00,Robbery,2
2018,M6C,July,7.00,Theft Over,1
2018,M6E,July,7.00,Assault,35
2018,M6E,July,7.00,Auto Theft,7
2018,M6E,July,7.00,Break and Enter,5
2018,M6E,July,7.00,Robbery,4
2018,M6E,July,7.00,Theft Over,1
2018,M6G,July,7.00,Assault,12
2018,M6G,July,7.00,Auto Theft,3
2018,M6G,July,7.00,Break and Enter,11
2018,M6G,July,7.00,Robbery,2
2018,M6H,July,7.00,Assault,24
2018,M6H,July,7.00,Auto Theft,3
2018,M6H,July,7.00,Break and Enter,17
2018,M6H,July,7.00,Robbery,5
2018,M6J,July,7.00,Assault,18
2018,M6J,July,7.00,Auto Theft,2
2018,M6J,July,7.00,Break and Enter,6
2018,M6J,July,7.00,Robbery,3
2018,M6K,July,7.00,Assault,23
2018,M6K,July,7.00,Break and Enter,14
2018,M6K,July,7.00,Robbery,3
2018,M6K,July,7.00,Theft Over,2
2018,M6L,July,7.00,Assault,10
2018,M6L,July,7.00,Auto Theft,1
2018,M6L,July,7.00,Robbery,1
2018,M6L,July,7.00,Theft Over,1
2018,M6M,July,7.00,Assault,29
2018,M6M,July,7.00,Auto Theft,9
2018,M6M,July,7.00,Break and Enter,7
2018,M6M,July,7.00,Robbery,8
2018,M6N,July,7.00,Assault,23
2018,M6N,July,7.00,Break and Enter,3
2018,M6N,July,7.00,Robbery,6
2018,M6N,July,7.00,Theft Over,3
2018,M6P,July,7.00,Assault,19
2018,M6P,July,7.00,Auto Theft,1
2018,M6P,July,7.00,Break and Enter,10
2018,M6R,July,7.00,Assault,12
2018,M6R,July,7.00,Auto Theft,1
2018,M6R,July,7.00,Break and Enter,14
2018,M6R,July,7.00,Robbery,4
2018,M6R,July,7.00,Theft Over,2
2018,M6S,July,7.00,Assault,9
2018,M6S,July,7.00,Auto Theft,10
2018,M6S,July,7.00,Break and Enter,7
2018,M6S,July,7.00,Robbery,3
2018,M8V,July,7.00,Assault,20
2018,M8V,July,7.00,Auto Theft,1
2018,M8V,July,7.00,Break and Enter,4
2018,M8V,July,7.00,Robbery,5
2018,M8W,July,7.00,Assault,14
2018,M8W,July,7.00,Auto Theft,2
2018,M8W,July,7.00,Break and Enter,11
2018,M8W,July,7.00,Theft Over,3
2018,M8X,July,7.00,Assault,2
2018,M8X,July,7.00,Auto Theft,1
2018,M8X,July,7.00,Break and Enter,1
2018,M8X,July,7.00,Theft Over,1
2018,M8Y,July,7.00,Assault,3
2018,M8Y,July,7.00,Break and Enter,1
2018,M8Y,July,7.00,Robbery,2
2018,M8Z,July,7.00,Assault,32
2018,M8Z,July,7.00,Auto Theft,5
2018,M8Z,July,7.00,Break and Enter,4
2018,M8Z,July,7.00,Theft Over,4
2018,M9A,July,7.00,Assault,9
2018,M9A,July,7.00,Auto Theft,5
2018,M9A,July,7.00,Break and Enter,2
2018,M9A,July,7.00,Robbery,8
2018,M9A,July,7.00,Theft Over,3
2018,M9B,July,7.00,Assault,15
2018,M9B,July,7.00,Auto Theft,11
2018,M9B,July,7.00,Break and Enter,4
2018,M9B,July,7.00,Robbery,1
2018,M9C,July,7.00,Assault,5
2018,M9C,July,7.00,Auto Theft,2
2018,M9C,July,7.00,Break and Enter,9
2018,M9C,July,7.00,Robbery,2
2018,M9C,July,7.00,Theft Over,3
2018,M9L,July,7.00,Assault,7
2018,M9L,July,7.00,Auto Theft,7
2018,M9L,July,7.00,Break and Enter,4
2018,M9L,July,7.00,Robbery,5
2018,M9L,July,7.00,Theft Over,1
2018,M9M,July,7.00,Assault,18
2018,M9M,July,7.00,Auto Theft,8
2018,M9M,July,7.00,Break and Enter,7
2018,M9M,July,7.00,Robbery,1
2018,M9N,July,7.00,Assault,24
2018,M9N,July,7.00,Auto Theft,6
2018,M9N,July,7.00,Break and Enter,3
2018,M9N,July,7.00,Robbery,5
2018,M9N,July,7.00,Theft Over,1
2018,M9P,July,7.00,Assault,5
2018,M9P,July,7.00,Auto Theft,3
2018,M9P,July,7.00,Break and Enter,3
2018,M9P,July,7.00,Robbery,4
2018,M9R,July,7.00,Assault,16
2018,M9R,July,7.00,Auto Theft,7
2018,M9R,July,7.00,Break and Enter,4
2018,M9R,July,7.00,Robbery,3
2018,M9R,July,7.00,Theft Over,3
2018,M9V,July,7.00,Assault,33
2018,M9V,July,7.00,Auto Theft,18
2018,M9V,July,7.00,Break and Enter,5
2018,M9V,July,7.00,Robbery,9
2018,M9V,July,7.00,Theft Over,1
2018,M9W,July,7.00,Assault,33
2018,M9W,July,7.00,Auto Theft,25
2018,M9W,July,7.00,Break and Enter,7
2018,M9W,July,7.00,Robbery,7
2018,M9W,July,7.00,Theft Over,6
2018,Overall,July,7.00,Assault,1677
2018,Overall,July,7.00,Break and Enter,564
2018,Overall,July,7.00,Auto Theft,392
2018,Overall,July,7.00,Robbery,282
2018,Overall,July,7.00,Theft Over,111
2019,M1B,July,7.00,Assault,28
2019,M1B,July,7.00,Auto Theft,5
2019,M1B,July,7.00,Break and Enter,3
2019,M1B,July,7.00,Robbery,5
2019,M1B,July,7.00,Theft Over,2
2019,M1C,July,7.00,Assault,16
2019,M1C,July,7.00,Auto Theft,3
2019,M1C,July,7.00,Break and Enter,9
2019,M1C,July,7.00,Robbery,1
2019,M1E,July,7.00,Assault,56
2019,M1E,July,7.00,Auto Theft,4
2019,M1E,July,7.00,Break and Enter,11
2019,M1E,July,7.00,Robbery,11
2019,M1E,July,7.00,Theft Over,1
2019,M1G,July,7.00,Assault,16
2019,M1G,July,7.00,Break and Enter,4
2019,M1G,July,7.00,Robbery,3
2019,M1G,July,7.00,Theft Over,1
2019,M1H,July,7.00,Assault,22
2019,M1H,July,7.00,Auto Theft,9
2019,M1H,July,7.00,Break and Enter,6
2019,M1J,July,7.00,Assault,19
2019,M1J,July,7.00,Auto Theft,5
2019,M1J,July,7.00,Break and Enter,5
2019,M1J,July,7.00,Robbery,5
2019,M1K,July,7.00,Assault,53
2019,M1K,July,7.00,Auto Theft,6
2019,M1K,July,7.00,Break and Enter,8
2019,M1K,July,7.00,Robbery,3
2019,M1K,July,7.00,Theft Over,1
2019,M1L,July,7.00,Assault,51
2019,M1L,July,7.00,Auto Theft,11
2019,M1L,July,7.00,Break and Enter,11
2019,M1L,July,7.00,Robbery,4
2019,M1L,July,7.00,Theft Over,1
2019,M1M,July,7.00,Assault,16
2019,M1M,July,7.00,Auto Theft,1
2019,M1M,July,7.00,Robbery,2
2019,M1M,July,7.00,Theft Over,1
2019,M1N,July,7.00,Assault,14
2019,M1N,July,7.00,Auto Theft,3
2019,M1N,July,7.00,Break and Enter,6
2019,M1N,July,7.00,Robbery,5
2019,M1N,July,7.00,Theft Over,1
2019,M1P,July,7.00,Assault,37
2019,M1P,July,7.00,Auto Theft,12
2019,M1P,July,7.00,Break and Enter,4
2019,M1P,July,7.00,Robbery,5
2019,M1P,July,7.00,Theft Over,2
2019,M1R,July,7.00,Assault,21
2019,M1R,July,7.00,Auto Theft,9
2019,M1R,July,7.00,Break and Enter,5
2019,M1R,July,7.00,Robbery,2
2019,M1S,July,7.00,Assault,10
2019,M1S,July,7.00,Auto Theft,9
2019,M1S,July,7.00,Break and Enter,13
2019,M1S,July,7.00,Robbery,4
2019,M1S,July,7.00,Theft Over,1
2019,M1T,July,7.00,Assault,11
2019,M1T,July,7.00,Break and Enter,1
2019,M1T,July,7.00,Robbery,2
2019,M1T,July,7.00,Theft Over,1
2019,M1V,July,7.00,Assault,4
2019,M1V,July,7.00,Break and Enter,1
2019,M1V,July,7.00,Robbery,3
2019,M1V,July,7.00,Theft Over,2
2019,M1W,July,7.00,Assault,12
2019,M1W,July,7.00,Auto Theft,5
2019,M1W,July,7.00,Robbery,3
2019,M2H,July,7.00,Assault,5
2019,M2H,July,7.00,Break and Enter,5
2019,M2H,July,7.00,Robbery,1
2019,M2H,July,7.00,Theft Over,1
2019,M2J,July,7.00,Assault,24
2019,M2J,July,7.00,Auto Theft,1
2019,M2J,July,7.00,Break and Enter,16
2019,M2J,July,7.00,Robbery,4
2019,M2J,July,7.00,Theft Over,1
2019,M2K,July,7.00,Assault,8
2019,M2K,July,7.00,Theft Over,1
2019,M2L,July,7.00,Assault,6
2019,M2L,July,7.00,Auto Theft,6
2019,M2L,July,7.00,Break and Enter,5
2019,M2L,July,7.00,Robbery,1
2019,M2L,July,7.00,Theft Over,1
2019,M2M,July,7.00,Assault,15
2019,M2M,July,7.00,Auto Theft,10
2019,M2M,July,7.00,Break and Enter,6
2019,M2M,July,7.00,Robbery,3
2019,M2M,July,7.00,Theft Over,2
2019,M2N,July,7.00,Assault,26
2019,M2N,July,7.00,Auto Theft,7
2019,M2N,July,7.00,Break and Enter,5
2019,M2N,July,7.00,Robbery,4
2019,M2N,July,7.00,Theft Over,4
2019,M2P,July,7.00,Assault,1
2019,M2P,July,7.00,Auto Theft,1
2019,M2P,July,7.00,Break and Enter,6
2019,M2P,July,7.00,Theft Over,1
2019,M2R,July,7.00,Assault,20
2019,M2R,July,7.00,Auto Theft,1
2019,M2R,July,7.00,Break and Enter,1
2019,M2R,July,7.00,Theft Over,1
2019,M3A,July,7.00,Assault,11
2019,M3A,July,7.00,Auto Theft,1
2019,M3A,July,7.00,Break and Enter,13
2019,M3A,July,7.00,Robbery,3
2019,M3B,July,7.00,Assault,1
2019,M3B,July,7.00,Break and Enter,2
2019,M3C,July,7.00,Assault,29
2019,M3C,July,7.00,Auto Theft,1
2019,M3C,July,7.00,Break and Enter,6
2019,M3C,July,7.00,Robbery,5
2019,M3C,July,7.00,Theft Over,3
2019,M3H,July,7.00,Assault,15
2019,M3H,July,7.00,Auto Theft,12
2019,M3H,July,7.00,Break and Enter,1
2019,M3H,July,7.00,Robbery,3
2019,M3H,July,7.00,Theft Over,1
2019,M3J,July,7.00,Assault,39
2019,M3J,July,7.00,Auto Theft,9
2019,M3J,July,7.00,Break and Enter,17
2019,M3J,July,7.00,Robbery,11
2019,M3J,July,7.00,Theft Over,3
2019,M3K,July,7.00,Assault,6
2019,M3K,July,7.00,Auto Theft,1
2019,M3K,July,7.00,Break and Enter,1
2019,M3K,July,7.00,Robbery,1
2019,M3L,July,7.00,Assault,23
2019,M3L,July,7.00,Auto Theft,10
2019,M3L,July,7.00,Break and Enter,5
2019,M3L,July,7.00,Robbery,2
2019,M3M,July,7.00,Assault,10
2019,M3M,July,7.00,Auto Theft,4
2019,M3M,July,7.00,Break and Enter,5
2019,M3M,July,7.00,Robbery,2
2019,M3M,July,7.00,Theft Over,1
2019,M3N,July,7.00,Assault,35
2019,M3N,July,7.00,Auto Theft,16
2019,M3N,July,7.00,Break and Enter,8
2019,M3N,July,7.00,Robbery,7
2019,M3N,July,7.00,Theft Over,5
2019,M4A,July,7.00,Assault,9
2019,M4A,July,7.00,Auto Theft,2
2019,M4A,July,7.00,Break and Enter,3
2019,M4B,July,7.00,Assault,18
2019,M4B,July,7.00,Auto Theft,6
2019,M4B,July,7.00,Break and Enter,6
2019,M4B,July,7.00,Theft Over,2
2019,M4C,July,7.00,Assault,47
2019,M4C,July,7.00,Auto Theft,4
2019,M4C,July,7.00,Break and Enter,16
2019,M4C,July,7.00,Robbery,2
2019,M4E,July,7.00,Assault,7
2019,M4E,July,7.00,Auto Theft,2
2019,M4E,July,7.00,Break and Enter,3
2019,M4G,July,7.00,Assault,4
2019,M4G,July,7.00,Break and Enter,3
2019,M4H,July,7.00,Assault,5
2019,M4H,July,7.00,Auto Theft,1
2019,M4H,July,7.00,Break and Enter,2
2019,M4J,July,7.00,Assault,26
2019,M4J,July,7.00,Auto Theft,1
2019,M4J,July,7.00,Break and Enter,8
2019,M4J,July,7.00,Robbery,5
2019,M4J,July,7.00,Theft Over,3
2019,M4K,July,7.00,Assault,25
2019,M4K,July,7.00,Auto Theft,5
2019,M4K,July,7.00,Break and Enter,7
2019,M4K,July,7.00,Robbery,1
2019,M4K,July,7.00,Theft Over,3
2019,M4L,July,7.00,Assault,25
2019,M4L,July,7.00,Auto Theft,5
2019,M4L,July,7.00,Break and Enter,10
2019,M4L,July,7.00,Robbery,4
2019,M4L,July,7.00,Theft Over,3
2019,M4M,July,7.00,Assault,15
2019,M4M,July,7.00,Break and Enter,14
2019,M4M,July,7.00,Robbery,4
2019,M4N,July,7.00,Auto Theft,6
2019,M4N,July,7.00,Break and Enter,2
2019,M4P,July,7.00,Assault,10
2019,M4P,July,7.00,Auto Theft,3
2019,M4P,July,7.00,Break and Enter,6
2019,M4R,July,7.00,Assault,13
2019,M4R,July,7.00,Break and Enter,4
2019,M4R,July,7.00,Theft Over,1
2019,M4S,July,7.00,Assault,3
2019,M4S,July,7.00,Break and Enter,6
2019,M4T,July,7.00,Assault,3
2019,M4T,July,7.00,Auto Theft,1
2019,M4T,July,7.00,Theft Over,1
2019,M4V,July,7.00,Assault,9
2019,M4V,July,7.00,Break and Enter,5
2019,M4W,July,7.00,Assault,20
2019,M4W,July,7.00,Auto Theft,2
2019,M4W,July,7.00,Break and Enter,10
2019,M4W,July,7.00,Robbery,1
2019,M4W,July,7.00,Theft Over,2
2019,M4X,July,7.00,Assault,16
2019,M4X,July,7.00,Break and Enter,12
2019,M4X,July,7.00,Robbery,3
2019,M4X,July,7.00,Theft Over,4
2019,M4Y,July,7.00,Assault,57
2019,M4Y,July,7.00,Break and Enter,27
2019,M4Y,July,7.00,Robbery,10
2019,M4Y,July,7.00,Theft Over,2
2019,M5A,July,7.00,Assault,75
2019,M5A,July,7.00,Auto Theft,12
2019,M5A,July,7.00,Break and Enter,32
2019,M5A,July,7.00,Robbery,28
2019,M5A,July,7.00,Theft Over,2
2019,M5B,July,7.00,Assault,46
2019,M5B,July,7.00,Auto Theft,4
2019,M5B,July,7.00,Break and Enter,12
2019,M5B,July,7.00,Robbery,9
2019,M5C,July,7.00,Assault,4
2019,M5C,July,7.00,Auto Theft,2
2019,M5C,July,7.00,Break and Enter,5
2019,M5C,July,7.00,Robbery,2
2019,M5E,July,7.00,Assault,11
2019,M5E,July,7.00,Auto Theft,2
2019,M5E,July,7.00,Break and Enter,8
2019,M5E,July,7.00,Robbery,6
2019,M5E,July,7.00,Theft Over,2
2019,M5G,July,7.00,Assault,45
2019,M5G,July,7.00,Auto Theft,3
2019,M5G,July,7.00,Break and Enter,4
2019,M5G,July,7.00,Robbery,11
2019,M5G,July,7.00,Theft Over,2
2019,M5H,July,7.00,Assault,17
2019,M5H,July,7.00,Auto Theft,1
2019,M5H,July,7.00,Break and Enter,3
2019,M5H,July,7.00,Robbery,1
2019,M5H,July,7.00,Theft Over,3
2019,M5J,July,7.00,Assault,21
2019,M5J,July,7.00,Auto Theft,4
2019,M5J,July,7.00,Break and Enter,6
2019,M5J,July,7.00,Robbery,1
2019,M5J,July,7.00,Theft Over,3
2019,M5M,July,7.00,Assault,5
2019,M5M,July,7.00,Auto Theft,7
2019,M5M,July,7.00,Break and Enter,10
2019,M5M,July,7.00,Theft Over,1
2019,M5N,July,7.00,Assault,1
2019,M5N,July,7.00,Auto Theft,5
2019,M5N,July,7.00,Break and Enter,1
2019,M5N,July,7.00,Robbery,5
2019,M5P,July,7.00,Assault,5
2019,M5P,July,7.00,Break and Enter,4
2019,M5R,July,7.00,Assault,28
2019,M5R,July,7.00,Auto Theft,6
2019,M5R,July,7.00,Break and Enter,16
2019,M5R,July,7.00,Robbery,1
2019,M5R,July,7.00,Theft Over,5
2019,M5S,July,7.00,Assault,24
2019,M5S,July,7.00,Auto Theft,2
2019,M5S,July,7.00,Break and Enter,9
2019,M5S,July,7.00,Robbery,4
2019,M5S,July,7.00,Theft Over,1
2019,M5T,July,7.00,Assault,26
2019,M5T,July,7.00,Auto Theft,7
2019,M5T,July,7.00,Break and Enter,24
2019,M5T,July,7.00,Robbery,4
2019,M5T,July,7.00,Theft Over,7
2019,M5V,July,7.00,Assault,57
2019,M5V,July,7.00,Auto Theft,3
2019,M5V,July,7.00,Break and Enter,31
2019,M5V,July,7.00,Robbery,6
2019,M5V,July,7.00,Theft Over,5
2019,M6A,July,7.00,Assault,26
2019,M6A,July,7.00,Auto Theft,3
2019,M6A,July,7.00,Break and Enter,10
2019,M6A,July,7.00,Robbery,7
2019,M6A,July,7.00,Theft Over,1
2019,M6B,July,7.00,Assault,13
2019,M6B,July,7.00,Auto Theft,9
2019,M6B,July,7.00,Break and Enter,12
2019,M6B,July,7.00,Robbery,4
2019,M6C,July,7.00,Assault,8
2019,M6C,July,7.00,Auto Theft,6
2019,M6C,July,7.00,Break and Enter,7
2019,M6C,July,7.00,Robbery,3
2019,M6E,July,7.00,Assault,38
2019,M6E,July,7.00,Auto Theft,1
2019,M6E,July,7.00,Break and Enter,19
2019,M6E,July,7.00,Robbery,10
2019,M6E,July,7.00,Theft Over,2
2019,M6G,July,7.00,Assault,17
2019,M6G,July,7.00,Auto Theft,3
2019,M6G,July,7.00,Break and Enter,21
2019,M6G,July,7.00,Robbery,3
2019,M6H,July,7.00,Assault,29
2019,M6H,July,7.00,Auto Theft,4
2019,M6H,July,7.00,Break and Enter,45
2019,M6H,July,7.00,Robbery,7
2019,M6H,July,7.00,Theft Over,2
2019,M6J,July,7.00,Assault,26
2019,M6J,July,7.00,Auto Theft,3
2019,M6J,July,7.00,Break and Enter,16
2019,M6J,July,7.00,Robbery,3
2019,M6K,July,7.00,Assault,63
2019,M6K,July,7.00,Auto Theft,5
2019,M6K,July,7.00,Break and Enter,22
2019,M6K,July,7.00,Robbery,2
2019,M6K,July,7.00,Theft Over,5
2019,M6L,July,7.00,Assault,15
2019,M6L,July,7.00,Auto Theft,6
2019,M6L,July,7.00,Break and Enter,2
2019,M6L,July,7.00,Robbery,2
2019,M6M,July,7.00,Assault,26
2019,M6M,July,7.00,Auto Theft,10
2019,M6M,July,7.00,Break and Enter,7
2019,M6M,July,7.00,Robbery,4
2019,M6N,July,7.00,Assault,28
2019,M6N,July,7.00,Auto Theft,7
2019,M6N,July,7.00,Break and Enter,5
2019,M6N,July,7.00,Robbery,2
2019,M6N,July,7.00,Theft Over,3
2019,M6P,July,7.00,Assault,15
2019,M6P,July,7.00,Auto Theft,6
2019,M6P,July,7.00,Break and Enter,19
2019,M6P,July,7.00,Robbery,3
2019,M6P,July,7.00,Theft Over,2
2019,M6R,July,7.00,Assault,16
2019,M6R,July,7.00,Auto Theft,1
2019,M6R,July,7.00,Break and Enter,12
2019,M6R,July,7.00,Theft Over,2
2019,M6S,July,7.00,Assault,17
2019,M6S,July,7.00,Auto Theft,5
2019,M6S,July,7.00,Break and Enter,6
